,TIME_PERIOD,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,EA19,ECU,EGY,ERI,ESP,EST,ETH,EU27_2020,FIN,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OECD,OECDA,OECDE,OECDSO,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
12,1982,0.000804,1.326534,1.818507,0.0,,0.0,0.00422,5.599383,,0.0,0.0,9.539236,,,3.191167,,3.56095,5.585932,18.36127,,0.075629,0.097644,,,0.08196,0.0,1.306733,109.2409,0.036548,0.152044,2.661928,0.471135,2.029084,37.84777,,5.501316,240.9789,6.294969,5.694424,24.93507,0.921665,0.0,6.404038,0.069624,0.060604,3.219302,2.654876,0.0,,,,0.072286,0.008757,,0.49566,3.544329,,4.346778,9.403945,0.0,,,0.0,,,0.000334,,0.0,0.0,0.252622,12.60932,,7.920716,0.0,6.042376,0.049812,0.240058,1.161991,0.297024,,0.0,0.0,5.237844,0.120848,0.0,0.70984,1.004967,5.610336,,1.127396,,123.6914,177.6066,,3.636762,0.36921,,0.67696,,0.559543,0.164379,48.62471,,10.04093,,7.979661,0.001151,0.0,7.434232,0.180922,3.731202,0.141607,1.678792,0.580316,0.005893,0.0,4.702679,1.189238,,,,0.030845,4.902325,,3.476454,0.006461,23.84539,0.0,,2.37756,,12.65845,1.924464,0.0,9.414122,0.660125,0.0,0.038636,0.031408,2.898171,10.89478,0.0,0.38109,0.033212,2.998111,4.9e-05,36.3704,4.051543,4.4e-05,,,8.454735,0.0,3.548501,,,,,0.121984,12.73938,1.193525,5.10231,14.6948,0.0,4.466388,,2.682181,,4.263382,0.021452,0.0092,0.115742,,,3.508376,0.997534,0.0,3.209455,0.776142,0.0,0.132376,3.310508,2.529242,0.0,3.566806,0.0,,0.0,0.04482,0.179782,,,,0.903402,0.0,0.241928,0.000184,3.240575,2.786375,19.10555,,0.0,,0.0,0.013903,0.310304,1.424841,,0.0,5.189806,12.48015,18.88623,,2.079336,226.6756,,2.731485,0.000479,19.01076,0.01902,0.0,0.093384,0.117789,13.00923,4.113845,4.225822
13,1983,0.000804,1.303062,1.846527,0.0,,0.0,0.004855,6.358761,,0.0,0.0,8.82478,,,3.284075,,3.652917,5.714296,18.53607,,0.083863,0.097992,,,0.095644,0.0,1.343185,110.8275,0.036799,0.152508,2.668987,0.468539,2.07032,48.37597,,6.066592,241.8055,6.298344,5.848213,25.72738,0.938464,0.0,6.457153,0.071635,0.060396,3.110566,2.526432,0.0,,,,0.077022,0.007663,,0.496724,3.935279,,4.43441,9.791067,0.0,,,0.0,,,0.000334,,0.0,0.0,0.389827,13.55842,,8.950324,0.0,6.311974,0.053652,0.251495,1.199295,0.325856,,0.0,0.0,5.360616,0.138304,0.0,0.723582,1.062208,5.49789,,1.139448,,122.0081,180.3786,,3.793015,0.203434,,0.690008,,0.475276,0.168944,48.32726,,10.40939,,8.0112,0.001204,0.0,8.048519,0.125525,3.794644,0.150253,1.433636,0.5719,0.005956,0.0,4.759813,1.248192,,,,0.030899,4.933763,,3.65731,0.006561,24.38569,0.0,,2.487728,,12.59038,1.193544,0.0,9.684656,0.669646,0.0,0.043652,0.03088,2.912988,10.76456,0.0,0.393376,0.033362,3.113483,4.9e-05,37.33625,4.047255,4.5e-05,,,8.687981,0.0,3.240268,,,,,0.107385,13.09364,1.131969,4.95479,14.84354,0.0,4.414208,,2.69146,,4.298563,0.024654,0.009423,0.118825,,,3.582896,1.263507,0.0,3.259334,0.757042,0.0,0.139344,3.351507,2.505498,0.0,3.794312,0.0,,0.0,0.049297,0.158365,,,,0.913108,0.0,0.2274,0.000196,3.221418,2.871848,19.29087,,0.0,,0.0,0.008216,0.42951,1.410051,,0.0,6.630277,12.75139,19.01356,,2.109675,248.2909,,3.000554,0.000445,19.3973,0.022652,0.0,0.096488,0.1207,14.47134,4.20231,4.007148
14,1984,0.000821,1.277951,1.927601,0.0,,0.0,0.005328,6.365143,,0.0,0.0,9.693868,,,3.407893,,3.658752,5.888071,18.8042,,0.078488,0.098747,,,0.109944,0.0,1.351299,112.265,0.032767,0.153925,2.682295,0.471798,2.1901,53.17865,,6.8902,243.5147,6.246589,5.91764,26.33759,0.947317,0.0,6.5895,0.073792,0.061641,3.189401,2.696749,0.0,,,,0.084254,0.007025,,0.500552,3.87658,,4.525875,10.17945,0.0,,,0.0,,,0.000334,,0.0,0.0,0.244569,13.43756,,9.009308,0.0,6.425092,0.053652,0.257809,1.209481,0.316376,,0.0,0.0,5.45998,0.13979,0.0,0.729215,1.209222,5.591989,,1.152851,,120.8081,185.1596,,3.731556,0.335609,,0.684296,,0.515248,0.213696,48.87084,,10.76934,,8.054246,0.001208,0.0,7.963636,0.143222,3.747575,0.163063,1.504224,0.52058,0.006063,0.0,4.74631,1.253071,,,,0.036599,5.06021,,3.841281,0.006416,24.76117,0.0,,2.625292,,12.38959,1.136904,0.0,9.812596,0.696034,0.0,0.04428,0.019192,2.9369,12.02837,0.0,0.404501,0.03345,3.374649,4.9e-05,38.15963,3.733443,4.2e-05,,,8.580928,0.0,2.852488,,,,,0.152064,13.54483,1.18336,5.02173,14.46221,0.0,4.210072,,2.700896,,4.510918,0.029762,0.00959,0.121159,,,3.833336,1.072543,0.0,3.345306,0.466087,0.0,0.171984,3.30259,2.483656,0.0,3.897787,0.0,,0.0,0.051951,0.152667,,,,0.815485,0.0,0.291984,0.000196,3.28354,2.896113,19.26613,,0.0,,0.0,0.009025,0.479563,1.535404,,0.0,6.096613,12.90891,19.40867,,2.257442,269.5011,,2.774946,0.000509,19.72724,0.022652,0.0,0.09608,0.124282,13.54071,4.282636,4.184336
15,1985,0.000838,1.245818,1.993927,0.0,,0.0,0.005977,6.065964,,0.0,0.0,10.62514,,,3.778133,,3.670444,5.9125,19.00065,,0.058532,0.097683,,,0.113628,0.0,1.367281,114.26,0.039003,0.15387,2.65545,0.480517,2.24548,53.50577,,7.143024,242.5806,6.322949,5.87766,27.23125,0.943073,0.0,6.733885,0.076331,0.062876,3.210097,2.752806,0.0,,,,0.093868,0.006909,,0.49146,3.746766,,4.190327,10.60441,0.0,,,0.0,,,0.000334,,0.0,0.0,0.481988,13.601,,9.016704,0.0,6.660872,0.047582,0.265617,1.231503,0.356804,,0.0,0.0,5.598364,0.140234,0.0,0.750652,1.153199,5.904237,,1.170746,,117.83,189.1047,,3.374212,0.338979,,0.621972,,0.70032,0.190676,49.57005,,11.0795,,8.1219,0.00126,0.0,8.15992,0.08987,3.833723,0.15408,1.588704,0.49684,0.006112,0.0,4.79498,1.270779,,,,0.03381,5.17806,,4.035291,0.006644,25.20789,0.0,,2.705668,,12.83629,1.20166,0.0,9.945264,0.715941,0.0,0.04638,0.02584,3.030661,7.975916,0.0,0.41522,0.031313,3.477489,4.9e-05,38.11264,3.786067,4.3e-05,,,8.648519,0.0,3.48426,,,,,0.120834,13.95247,1.179031,5.1176,14.76191,0.0,4.338844,,2.662464,,4.594237,0.022961,0.0098,0.12782,,,3.974776,0.781525,0.0,3.395119,0.211519,0.0,0.114456,3.360387,2.487077,0.0,3.94524,0.0,,0.0,0.051876,0.168753,,,,0.829948,0.0,0.290584,0.000221,3.236084,2.922834,19.08575,,0.0,,0.0,0.009958,0.225006,1.544826,,0.0,6.26447,13.1372,19.87535,,2.370329,264.2509,,2.872571,0.000515,20.14848,0.016604,0.0,0.09608,0.126908,14.62594,4.346139,4.25482
16,1986,0.000856,1.226904,2.027536,0.0,,0.0,0.006892,5.796657,,0.0,0.0,10.87306,,,3.891999,,3.726389,5.989295,19.17348,,0.069249,0.119834,,,0.105216,0.0,1.457859,116.2344,0.039427,0.154027,2.660501,0.483304,2.261808,56.8787,,7.451604,241.9454,6.39281,6.17983,27.82847,1.05471,0.0,7.085783,0.079306,0.066613,3.179131,2.742408,0.0,,,,0.103692,0.007661,,0.489264,3.969953,,4.290207,10.28183,0.0,,,0.0,,,0.000334,,0.0,0.0,0.501431,14.79288,,8.99294,0.0,6.684226,0.048568,0.279795,1.248199,0.322736,,0.0,0.0,5.731364,0.146273,0.0,0.743866,1.158477,5.714067,,1.184399,,117.5217,193.2479,,3.465672,0.248966,,0.752766,,0.68042,0.171067,49.7791,,11.30948,,8.199088,0.001278,0.0,8.387691,0.077538,3.83371,0.123735,2.042851,0.522173,0.006034,0.0,4.792674,1.296838,,,,0.036708,5.045796,,4.225388,0.006721,26.20554,0.0,,2.676731,,13.05531,1.209401,0.0,10.18875,0.723755,0.0,0.0472,0.027216,3.202863,9.289352,0.0,0.421892,0.022309,3.555046,4.9e-05,38.87397,3.84673,4.4e-05,,,8.677512,0.0,3.760068,,,,,0.103699,14.24065,1.186296,5.82508,14.83552,0.0,4.426032,,2.698167,,5.061599,0.021699,0.014812,0.133119,,,3.974776,0.605118,0.0,3.458216,0.314986,0.0,0.139264,3.386817,2.474529,0.0,4.028983,0.0,,0.0,0.053304,0.14806,,,,0.400119,0.0,0.28932,0.000232,3.342288,2.985062,19.08832,,0.0,,0.0,0.010102,0.203909,1.570401,,0.0,7.607692,13.35608,20.23886,,2.635656,284.406,,2.870285,0.000524,20.67908,0.025112,0.0,0.11724,0.130551,14.76428,4.433237,4.3167
17,1987,0.000861,1.232164,2.09112,0.0,,0.0,0.00725,6.204439,,0.0,0.0,10.16037,,,3.992853,,3.809154,6.155975,19.19469,,0.073393,0.111159,,,0.120084,0.0,1.600017,118.2002,0.038923,0.157674,2.642808,0.473797,2.294356,61.01436,,7.277412,241.7179,6.55083,6.366956,28.61337,1.039296,0.0,7.087402,0.082515,0.066877,3.219752,2.628548,0.0,,,,0.112953,0.008344,,0.485528,3.84618,,4.609967,10.27655,0.0,,,0.0,,,0.000334,,0.0,0.0,0.302594,16.32886,,8.91866,0.0,6.735969,0.055676,0.298458,1.268844,0.368976,,0.0,0.0,5.880324,0.14464,0.0,0.746487,1.581175,5.788116,,1.208999,,117.4754,197.1192,,3.539499,0.249782,,0.827194,,0.739176,0.178555,53.93036,,11.605,,8.253761,0.001311,0.0,9.210541,0.084487,3.93221,0.118948,2.314776,0.516079,0.006105,0.0,4.88252,1.311851,,,,0.053363,5.080179,,4.422604,0.006936,26.70735,0.0,,2.749511,,13.10779,1.152451,0.0,10.4341,0.736391,0.0,0.054304,0.037535,3.397749,9.763363,0.0,0.429218,0.02242,3.706674,4.9e-05,39.93383,3.826286,4.5e-05,,,8.78905,0.0,3.527004,,,,,0.087003,14.60799,1.132456,6.031376,15.16955,0.0,4.570832,,2.720984,,5.209048,0.023767,0.017095,0.139144,,,3.97396,0.619719,0.0,3.509298,0.332412,0.0,0.112404,3.358003,2.485479,0.0,4.065273,0.0,,0.0,0.055865,0.113287,,,,0.289267,0.0,0.159184,0.000232,3.433507,3.062163,19.5214,,0.0,,0.0,0.010118,0.200464,1.595928,,0.0,8.15764,13.6463,20.46652,,2.772339,283.3013,,3.170254,0.000556,21.13302,0.024612,0.0,0.091656,0.13262,16.29172,4.509053,4.46122
18,1988,0.000825,1.240789,2.087285,0.0,,0.0,0.00776,6.263925,,0.0,0.0,10.95681,,,4.099973,,3.846669,6.244866,19.36941,,0.065733,0.13381,,,0.121392,0.0,1.4529,118.9077,0.0224,0.159677,2.646762,0.46921,2.291636,61.31208,,7.15696,239.2331,6.24091,6.414325,29.55945,1.09327,0.0,7.223451,0.085282,0.066505,3.250983,2.58568,0.0,,,,0.123278,0.009061,,0.534144,4.097747,,4.653315,10.35404,0.0,,,0.0,,,0.000484,,0.0,0.0,0.418347,16.99513,,8.99594,0.0,6.773979,0.061186,0.315323,1.297965,0.336,,0.0,0.0,5.990272,0.145776,0.0,0.759729,1.464865,5.947443,,1.207299,,116.4776,198.3559,,1.03641,0.251007,,0.821073,,0.80116,0.143282,54.75991,,11.8507,,8.075064,0.001302,0.0,10.11964,0.092108,4.001963,0.115546,2.59112,0.550376,0.006034,0.0,4.963622,1.307377,,,,0.046643,5.190953,,4.624613,0.007028,27.11806,0.0,,2.832932,,13.23912,1.004697,0.0,10.43174,0.750105,0.0,0.064428,0.054763,3.578806,13.95125,0.0,0.440015,0.02416,3.800757,4.9e-05,39.81207,3.899035,2.8e-05,,,8.730252,0.0,3.165252,,,,,0.099691,14.82557,1.117954,6.100128,14.80503,0.0,4.576724,,2.773066,,5.246663,0.022887,0.024868,0.141734,,,3.97396,0.598299,0.0,3.561778,0.345731,0.0,0.103768,3.356497,2.521988,0.0,4.161846,0.0,,0.0,0.057819,0.165015,,,,0.746056,0.0,0.154047,0.00027,3.399421,3.104389,19.57956,,0.0,,0.0,0.006279,0.108648,1.596143,,0.0,7.696162,13.71321,20.55104,,2.614301,271.6591,,3.308164,0.000565,21.07367,0.039155,0.0,0.09102,0.132795,16.19075,4.566444,4.629629
19,1989,0.000821,1.254845,2.115984,0.0,,0.0,0.00789,6.515974,,0.0,0.00682,10.48664,,,4.225164,,3.933636,6.375881,19.50353,,0.051416,0.152223,,,0.124028,0.0,1.412509,124.2765,0.032891,0.157979,2.650852,0.46562,2.326024,61.95996,,6.981952,237.8462,6.324206,6.687123,30.67558,1.120522,0.0,7.275297,0.089766,0.068627,3.37105,2.468536,0.0,,,,0.131479,0.010672,,0.548588,4.277603,,4.674019,10.58465,0.0,,,0.0,,,0.000484,,0.0,0.0,0.349952,17.39912,,9.1396,0.0,6.901095,0.058316,0.333008,1.322554,0.339428,,0.0,0.0,6.194944,0.149304,0.0,0.757751,1.221197,5.86378,,1.237325,,115.5112,200.8408,,1.098745,0.251376,,0.812484,,0.822304,0.156846,54.36575,,12.12242,,8.022426,0.001335,0.0,10.43754,0.06924,3.935191,0.116777,2.844028,0.523746,0.006039,0.0,4.906187,1.30597,,,,0.044825,5.199874,,4.814411,0.013497,27.78263,0.0,,2.842387,,13.43924,0.984812,0.0,10.57678,0.762542,0.0,0.063746,0.096332,4.07158,14.39302,0.0,0.449731,0.023306,3.968905,4.9e-05,39.90697,3.915913,2.8e-05,,,8.763697,0.0,3.080204,,,,,0.052167,15.46448,1.117936,5.997308,14.7283,0.0,4.874992,,2.775776,,5.346611,0.022239,0.018463,0.133344,,,4.501928,0.482061,0.0,3.623077,0.577106,0.0,0.124916,3.337709,2.567866,0.0,4.23758,0.0,,0.0,0.058333,0.102401,,,,0.645419,0.0,0.153719,0.00027,3.437789,3.159746,20.08764,,0.0,,0.0,0.007862,0.1182,1.678312,,0.0,7.656432,13.78583,20.77182,,2.53965,276.0502,,3.074278,0.0006,21.03505,0.038076,0.0,0.091101,0.135282,17.54667,4.688113,4.628538
20,1990,0.001616,1.283967,2.179891,0.0,,0.001028,-0.044289,6.046122,,0.0,0.007011,12.01739,10.06584,,4.364492,4.267673,3.980817,6.5725,19.31934,,0.022476,0.160535,,,0.125891,0.0,1.503704,122.6083,0.034932,0.108189,2.631703,0.467247,2.321324,49.21532,3.715302,8.086759,232.4398,6.918654,6.750622,32.04001,1.216198,0.0,7.279995,0.098267,0.071157,3.336516,2.765349,0.001633,,,,0.145049,0.012919,,0.522497,4.09453,,5.193355,10.91885,0.0,,,0.0,,,0.00054,25.72697,0.000333,0.0,0.62815,17.24216,,9.507268,7.6e-05,7.081855,0.065842,0.35444,1.349616,0.343966,,0.0,8.7e-05,6.382021,0.149462,0.0,0.724757,1.19416,5.817334,,1.25074,,111.4754,211.2509,,1.270468,0.279733,0.084525,0.957347,,0.830898,0.143616,50.94492,,12.38726,,7.992388,0.001468,7.7e-05,11.95275,0.070626,4.037189,0.110467,2.665246,0.509992,0.006246,0.0,4.857676,0.891508,,,,0.045764,4.979614,,5.569455,0.010811,27.68665,0.0,,2.926496,,23.44282,0.805377,0.0,10.71268,0.787649,0.0,0.056018,0.071804,4.111371,15.4853,0.02482,0.461201,0.023285,4.072399,4.9e-05,40.25047,3.927312,2.9e-05,,6.2249,8.810044,0.0,4.201808,,375.517547607422,,80.07421875,0.06245,16.34672,1.23563,5.570317,14.52027,0.0,4.788265,,2.864403,,5.541281,0.022683,0.018789,0.133919,,,4.350599,0.521516,0.0,3.673477,0.396364,0.0,0.172974,3.28249,2.587026,0.0,4.330122,0.0,,0.0,0.060056,0.100471,,,,0.645626,0.009217,0.129831,0.000494,3.519859,3.244846,20.11407,,0.0,,0.0,0.003572,0.124739,1.750876,7.959569,0.0,5.751984,13.89456,21.08093,,2.653695,279.9123,,3.313378,0.000803,20.81148,0.037781,0.0,0.091806,0.13721,17.2817,4.833087,4.609142
21,1991,0.001171,1.316902,2.248086,0.0,,0.001154,-0.029628,6.359338,,0.0,0.005128,10.94125,9.46905,,4.413939,3.85902,4.032705,6.658146,19.42431,,0.022365,0.139901,,,0.121627,0.0,1.556927,124.1655,0.066501,0.10479,2.651145,0.468609,2.310575,46.82185,2.534882,9.533814,230.213,6.819886,6.818572,33.73194,1.067889,-1.8e-05,7.335077,0.10233,0.073277,3.367494,2.833538,0.004231,,,,0.150402,0.015422,,0.519882,4.507633,,4.975986,11.37125,0.0,,,0.0,,,0.000427,25.38977,0.000319,0.001183,0.318857,15.21125,,8.173278,4.2e-05,7.379546,0.062055,0.373711,1.365639,0.315415,,0.0,0.000103,7.025634,0.152976,0.0,0.711218,1.014232,5.799691,,1.274083,,110.1738,215.4576,,1.44692,0.258033,0.08014701,1.027349,16.398,0.755282,0.148603,50.22488,,12.71535,,8.042627,0.001404,0.000153,11.83187,0.07153,4.063904,0.110053,2.490548,0.517795,0.006845,0.0,6.818427,0.922552,,,,0.04838,5.474364,,5.79729,0.019328,27.9495,0.0,,3.022206,,23.5705,0.538901,0.0,10.90578,0.805069,0.0,0.053949,0.068728,4.082681,15.0885,0.02482,0.466277,0.023249,4.206048,4.3e-05,40.7939,3.924371,-5.8e-05,,5.7323,8.810386,0.0,3.279222,,364.621246337891,,77.304573059082,0.062983,16.44115,1.158472,5.636804,13.58837,0.0,4.640281,,2.901062,,5.679246,0.024377,0.019169,0.130329,,,4.348649,0.885022,0.0,3.698245,0.446062,0.0,0.119256,3.205473,3.229203,0.0,4.475169,1.2e-05,,0.0,0.061524,0.094922,,,,0.656872,0.007456,0.150359,0.000376,3.583254,3.335956,19.72542,,0.0,,0.0,0.006203,0.104538,1.761831,7.698288,3e-05,6.957305,14.17119,21.53955,,2.758045,269.6135,,3.381202,0.00085,20.95626,0.041703,0.0,0.091828,0.146588,17.44773,4.964202,4.636791
22,1992,0.008113,1.373105,2.314484,-2.1e-05,,0.007946,0.153831,7.706595,6e-06,0.000814,0.007107,11.33867,9.698777,-0.000158,4.46895,4.052379,4.066954,6.83281,19.50591,,0.02992,0.144463,,6.671333,0.122384,0.0,1.667819,125.8261,0.033973,0.080972,2.684482,0.470444,2.485394,52.19222,2.528456,10.70732,228.2527,6.925661,6.923148,35.89562,1.170126,0.000916,6.893786,0.10733,0.076521,3.53956,2.304885,0.009832,,,,0.151445,0.010404,,0.615101,4.077528,,5.102747,11.67369,0.0,,,0.0,,,0.000791,24.7913,0.008108,0.005316,0.503258,15.79749,-0.002668,10.83282,0.002506,5.568577,0.083551,0.404635,1.372572,0.319377,,0.006384,0.00643,7.200238,0.156541,0.0,0.716445,0.917046,5.691338,,1.310914,,108.3342,217.0054,,1.348636,0.07201,0.073961,1.258366,16.513,0.602105,0.244333,47.70065,0.249099,13.06094,-2.4e-05,7.651888,0.002057,0.000759,11.89524,0.099137,3.941408,0.155477,2.404481,0.567817,0.041875,0.0064,6.680166,0.92888,,,,0.058179,5.583087,0.161364,6.076418,0.0249,27.9702,0.001951,,3.057233,,23.7497,0.505717,7.3e-05,11.1188,0.824189,0.000685,0.057532,0.068002,4.154794,18.20932,0.02482,0.470694,0.023164,4.429575,0.000466,41.6017,3.821855,0.000193,,5.8351,8.836665,0.000992,3.39571,,366.250579833984,,75.5886383056641,0.084346,16.66867,1.131558,5.424591,13.36346,0.0018,4.154977,,2.980017,,5.706603,0.031324,0.017809,0.139747,,120.7751,4.371633,0.892263,0.0,3.731814,0.352211,7.8e-05,0.173756,3.185315,2.715071,0.0,4.80167,-0.001634,,0.0,0.063072,0.102115,,,,0.721694,0.013704,0.268825,0.002104,3.688462,3.443817,20.22701,0.0,0.000109,6.8e-05,0.0,0.006744,0.145243,1.829475,7.656219,0.000294,6.143472,14.64766,22.20881,-0.00858,2.760184,264.9475,6.2e-05,4.035536,0.003045,21.02012,0.04114,0.000691,0.096286,0.266623,16.77561,5.085494,4.656307
23,1993,0.011625,1.435661,2.500326,0.0,,0.007884,0.272581,7.002213,7e-06,0.000605,0.00541,11.54618,9.512119,-0.000783,4.59572,4.1893,4.108062,7.033422,19.52411,,0.021039,0.14556,,5.80184,0.125504,0.0,1.791428,127.1371,0.031741,0.072556,2.673481,0.479311,2.467548,53.94881,2.546612,11.46549,225.6525,7.065856,7.074445,38.67641,1.319025,0.002845,6.871754,0.115986,0.081043,3.568448,2.40823,0.008541,,4.288648,,0.157705,0.012002,3.46616,0.652116,4.423838,,3.410679,11.57218,1.175621,,,52.5374,,,0.00082,23.90319,0.003665,0.004004,0.664845,15.71168,-0.000818,13.05923,0.007262,5.653796,0.069561,0.422865,1.386168,0.319741,,0.003598,0.004918,7.590768,0.07271,0.0,0.785619,1.463105,5.706361,,1.338415,,106.1961,218.8692,,1.226053,0.067474,0.068786,1.220772,15.083,0.715692,0.251103,48.18883,0.154581,13.397,0.001329,7.648859,0.002082,0.003373,12.04509,0.132295,4.094873,0.200656,2.47098,0.657178,0.035056,0.00588,6.784769,0.95336,,,,0.035281,5.331609,0.180146,6.207127,0.052415,28.16807,0.002903,,3.156697,,23.3796,0.467953,4.7e-05,11.41644,0.837162,0.000723,0.055,0.074627,4.013279,18.6077,0.02482,0.483971,0.02146,4.588845,0.000397,42.43706,3.847511,0.000593,,5.5564,8.897434,0.00086,3.335522,,372.833160400391,,76.3363952636719,0.126251,16.67706,1.192495,5.735161,13.30474,0.001916,4.696171,,3.141182,,5.853107,0.025004,0.009501,0.131068,,84.75891,4.369647,1.332451,0.0,3.820612,0.244885,7.3e-05,0.221129,3.133302,2.742295,0.0,4.896811,0.001743,,0.0,0.063695,0.087844,,,,0.631369,0.007056,0.181547,0.002112,3.830147,3.631478,19.77111,0.000125,2e-06,0.00016,0.151326,0.005165,0.137779,1.730722,8.821849,0.00016,5.112376,14.86969,22.70905,-0.015868,2.919036,268.8106,0.000198,3.668373,0.002929,20.90696,0.038887,0.000585,0.09199,0.227753,16.24692,5.210222,4.64194
